country,City,ClinicName,Latitude,Longitude,Address,Phone Number,Website,name,url
Germany,Hamburg,"amedes experts, Facharzt-Zentrum für Kinderwunsch, Pränatale Medizin, Endokrinologie und Osteologie Hamburg",53.5516461,10.0027303,"Mönckebergstraße 10, 20095 Hamburg, Germany",0800 5891688,http://www.amedes-experts-hamburg.de/,amedes experts,https://maps.google.com/?cid=16049456172745753657
Germany,Hamburg,Kinderwunsch Praxisklinik Fleetinsel Hamburg,53.5489136,9.9854845,"Admiralitätstraße 4, 20459 Hamburg, Germany",040 38605553,https://www.kinderwunschzentrum-hamburg.de/,Kinderwunsch Praxisklinik Fleetinsel Hamburg,https://maps.google.com/?cid=16750563976877040444
Germany,Hamburg,Kinderwunsch Valentinshof,53.5551778,9.9846448,"Caffamacherreihe 8, 20355 Hamburg, Germany",040 70975110,https://kinderwunsch-valentinshof.de/,Kinderwunschklinik Valentinshof,https://maps.google.com/?cid=7470428659231437672
Germany,Hamburg,Kinderwunschzentrum Altonaer Straße (MVZ) im Gynäkologicum Hamburg (GbR),53.564956,9.9634265,"Altonaer Str. 59, 20357 Hamburg, Germany",040 3068360,http://www.ivf-hamburg.de/,Fertility Center Altona Street,https://maps.google.com/?cid=10663293058360671202
Germany,Hamburg,KinderwunschZentrum HAFENCITY Hamburg,53.5418392,9.9970527,"Überseeallee 1, 20457 Hamburg, Germany",040 30088100,https://kinderwunsch-hafencity.de/index.php,Kinderwunschzentrum Hafencity,https://maps.google.com/?cid=17550810402878056796
Germany,Hamburg,MVZ Fertility Center Hamburg GmbH,53.5501736,9.9989192,"Speersort 4, 20095 Hamburg, Germany",040 30804400,http://www.fertility-center-hh.de/,MVZ Fertility Center Hamburg GmbH,https://maps.google.com/?cid=14643805538667181223
Germany,Hamburg,Kinderwunsch Praxisklinik Fleetinsel Hamburg,53.5489136,9.9854845,"Admiralitätstraße 4, 20459 Hamburg, Germany",040 38605553,https://www.kinderwunschzentrum-hamburg.de/,Kinderwunsch Praxisklinik Fleetinsel Hamburg,https://maps.google.com/?cid=16750563976877040444
Germany,Hamburg,Praxis für Kinderwunsch und Hormone,53.5737617,10.0360429,"Klinikweg 23, 22081 Hamburg, Germany",040 60003790,https://ivf-hh.de/kinderwunsch-hormone-hamburg.html,Praxis für Kinderwunsch & Hormone Hamburger Straße,https://maps.google.com/?cid=12089080744293321443
Germany,Hannover,"Medizinische Hochschule Hannover (MHH), Abteilung Reproduktionsmedizin und gynäkologische Endokrinologie",52.382063,9.8055272,"Carl-Neuberg-Straße 1, 30625 Hannover, Germany",0511 5326099,https://www.mhh.de/kinderwunsch,MHH Kinderwunschzentrum,https://maps.google.com/?cid=5175362475872982242
Germany,Hannover,Team Kinderwunsch Hannover,50.93705,6.7776727,"Aachener Str. 545, 50226 Frechen, Germany",02234 6060600,https://www.kinderwunschzentrum-koenigsdorf.de/,KinderwunschZentrum Königsdorf - Dr. med. Struller und Dr. med. Etien,https://maps.google.com/?cid=3889831287119219674
Germany,Heidelberg,Praxisgemeinschaft Kinderwunschzentrum Heidelberg,49.4071046,8.684559,"Römerstraße 3, 69115 Heidelberg, Germany",06221 893000,http://www.kwz-heidelberg.de/,Kinderwunschzentrum Heidelberg,https://maps.google.com/?cid=8781846491324416551
Germany,Heidelberg,"Universitäts-Frauenklinik Heidelberg, Abt. Gynäkologische Endokrinologie und Fertilitätsstörungen",49.416626,8.6621942,"Im Neuenheimer Feld 440, 69120 Heidelberg, Germany",06221 564002,http://www.klinikum.uni-heidelberg.de/frauenklinik,Universitäts-Frauenklinik,https://maps.google.com/?cid=12274617146532478195
Germany,Hildesheim,Zentrum für Reproduktionsmedizin & Humangenetik,52.1523233,9.9570191,"Gartenstraße 18-20, 31141 Hildesheim, Germany",05121 206790,http://www.kinderwunsch-hildesheim.de/,Kinderwunschzentrum Hildesheim,https://maps.google.com/?cid=9023299561391720592
Germany,Hildesheim,MVZ,51.0641989,6.0946937,"Stiftsstraße 21, 52525 Heinsberg, Germany",02452 2790,https://de.diaverum.com/de/de/clinic-container/diaverum-heinsberg,MVZ Diaverum Erkelenz,https://maps.google.com/?cid=10851993287160390844
Germany,Homburg,"Klinik für Frauenheilkunde, Geburtshilfe und Reproduktionsmedizin,  Universitätsklinikum des Saarlandes",,,,,,,
Germany,Jena,"Zentrum für Reproduktionsmedizin Jena & Erfurt, Gemeinschaftspraxis Dres. Friztsche",50.9285485,11.5878251,"Markt 4, 07743 Jena, Germany",03641 474440,http://www.kinderwunsch-thueringen.de/,Fertility Center Jena and Erfurt,https://maps.google.com/?cid=4775577294424016403
Germany,Kassel,MVZ für Reproduktionsmedizin am Klinikum Kassel,51.3269514,9.5094086,"Klinikum Kassel, Mönchebergstraße 41, 34125 Kassel, Germany",0561 9802980,http://www.kinderwunsch-kassel.de/,MVZ für Reproduktionsmedizin am Klinikum Kassel,https://maps.google.com/?cid=17347775483087069237
Germany,Kempten,"KinderWunschKempten (KWK), Zentrum für gynäkologische Endokrinologie und Reproduktionsmedizin",51.0645224,6.0961322,"Hochstraße 154, 52525 Heinsberg, Germany",02452 9966900,http://www.cuypers-cuypers.com/,Cuypers & Cuypers Kinderwunschzentrum Heinsberger Höfe,https://maps.google.com/?cid=9087672829210671326
Germany,Kempten,Klinik für Frauenheilkunde und Geburtshilfe,,,,,,,
Germany,Kempten,Klinikum Kempten,,,,,,,
Germany,Kempten,Klinikverbund Allgaü,,,,,,,
Germany,Kiel,"fertilitycenter Schleswig-Holstein, fertilitycenterkiel / fertilitycenterflensburg",54.3200336,10.1262875,"Prüner Gang 15, 24103 Kiel, Germany",0431 9741333,http://www.fertilitycenter.de/,fertilitycenter Kiel Kinderwunschzentrum,https://maps.google.com/?cid=575782959127067184
Germany,Kiel,Kinderwunsch Kiel,54.3200336,10.1262875,"Prüner Gang 15, 24103 Kiel, Germany",0431 9741333,http://www.fertilitycenter.de/,fertilitycenter Kiel Kinderwunschzentrum,https://maps.google.com/?cid=575782959127067184
Germany,Kiel,Universitäres Kinderwunschzentrum Kiel,54.3298132,10.1406978,"Haus C, Arnold-Heller-Str 3, 24105 Kiel, Germany",0431 5000,https://www.uksh.de/Kinderwunsch_Kiel/,"Universitätsklinikum Schleswig-Holstein, Campus Kiel, Universitäres Kinderwunschzentrum",https://maps.google.com/?cid=4485310682699662913
Germany,Köln,"Klinik und Poliklinik für Frauenheilkunde und Geburtshilfe der Universität zu Köln, Gynäkologische Endokrinologie und Reproduktionsmedizin",,,,,,,
Germany,Köln,MVZ amedes für IVF- und Pränatalmedizin in Köln GmbH,50.9128149,6.9694041,"Schönhauser Str. 3, 50968 Köln, Germany",0221 3403070,https://www.kinderwunschzentrum-koeln.de/,Medizinisches Versorgungs- zentrum amedes für IVF- u. Pränatalmedizin in Köln GmbH,https://maps.google.com/?cid=8529747018445352534
Germany,Köln,"MVZ PAN Institut GmbH, Interdisziplinäres Kinderwunschzentrum",50.9373379,6.9485896,"Zeppelinstraße 1, 50667 Köln, Germany",0221 2776200,http://www.mvz-pan-institut.de/,MVZ PAN Institute of Endocrinology and Reproductive Medicine,https://maps.google.com/?cid=1113938258134620371
Germany,Langenhagen,Kinderwunschzentrum Langenhagen & Wolfsburg MVZ,52.4389303,9.7414689,"Ostpassage 9, 30853 Langenhagen, Germany",0511 972300,http://www.kinderwunsch-langenhagen.de/,Kinderwunschzentrum Langenhagen und Wolfsburg MVZ,https://maps.google.com/?cid=6090981023997527314
Germany,Leer (Ostfriesland),Kinderwunschzentrum Ostfriesland,,,,,,,
Germany,Leipzig,"Kinderwunschzentrum Leipzig-Chemnitz, Standort Leipzig",51.3352045,12.387788,"Goldschmidtstraße 30, 04103 Leipzig, Germany",0341 141200,http://ivf-leipzig.de/,Kinderwunschzentrum Leipzig-Chemnitz,https://maps.google.com/?cid=8566992057265602289
Germany,Leipzig,"Kinderwunschzentrum Praxisklinik City Leipzig, Dr. Gabert, Dr. Bauer, Dr. Schwandt (ÜBAG)",51.3398299,12.3748612,"Petersstraße 1, 04109 Leipzig, Germany",0341 2158550,http://www.praxisklinik-city-leipzig.de/,Praxisklinik City Leipzig,https://maps.google.com/?cid=7719499357740530759
Germany,Leipzig,Standort Leipzig,,,,,,,
Germany,Lübeck,"Universitäres Kinderwunschzentrum Lübeck, Zentrum für Gynäkologische Endokrinologie und Reproduktionsmedizin am Universitätsklinikum Schleswig-Holstein, Universitäre Kinderwunschzentren GmbH",53.8416339,10.709205,"Ratzeburger Allee 111-125, 23562 Lübeck, Germany",0451 50577810,https://www.uksh.de/Kinderwunsch_Luebeck/Kontakt+_+Terminvereinbarung/L%C3%BCbeck-p-110.html,Universitäres Kinderwunschzentrum Lübeck,https://maps.google.com/?cid=10729812937867827326
Germany,Ludwigsburg,Kinderwunschzentrum Ludwigsburg,48.8905484,9.1878572,"Leonberger Str. 2, 71638 Ludwigsburg, Germany",07141 688760,http://www.kinderwunschzentrum-ludwigsburg.de/,Kinderwunsch-Zentrum Ludwigsburg / Dr. Ott,https://maps.google.com/?cid=16870362715129570308
Germany,Ludwigshafen,Kinderwunschzentrum Ludwigshafen,49.484634,8.4466752,"Ludwigstraße 54B, 67059 Ludwigshafen am Rhein, Germany",0621 59298688,http://www.kinderwunschzentrum-ludwigshafen.de/,Kinderwunschzentrum Ludwigshafen - Dres. med. Schmidt,https://maps.google.com/?cid=11392062042618032215
Germany,Magdeburg,Kinderwunschzentrum Magdeburg,52.1310027,11.6187962,"Michael-Lotter-Straße 7, 39108 Magdeburg, Germany",0391 6624890,https://www.kinderwunschzentrum-magdeburg.de/,Kinderwunschzentrum Magdeburg,https://maps.google.com/?cid=11890919635241104637
Germany,Magdeburg,"Otto-von-Guericke-Universität Magdeburg, Universitätsfrauenklinik, Bereich Reproduktionsmedizin und Gynäkologische Endokrinologie",,,,,,,
Germany,Mainz,Kinderwunsch Zentrum Mainz,,,,,,,
Germany,Mainz,Kinderwunschzentrum der Universitätsmedizin Mainz,49.9914225,8.2590193,"Langenbeckstraße 1, 55131 Mainz, Germany",06131 173929,,"Universitäres Kinderwunschzentrum in Mainz, Prof. Dr. Skala",https://maps.google.com/?cid=5671727993826521386
Germany,Mannheim,Kinderwunschzentrum der Universitätsmedizin Mannheim,49.4931591,8.4872811,"Universitätsklinikum Mannheim, Theodor-Kutzer-Ufer 1-3, 68167 Mannheim, Germany",0621 3833638,,Kinderwunschzentrum Mannheim,https://maps.google.com/?cid=18050602368361473971
Germany,Marburg,RepKo - Reproduktionsmedizinisches Kompetenzzentrum am Universitätsklinikum Gießen & Marburg GmbH,,,,,,,
Germany,Minden,Zentrum für Kinderwunschbehandlung und pränatale Medizin,51.0645224,6.0961322,"Hochstraße 154, 52525 Heinsberg, Germany",02452 9966900,http://www.cuypers-cuypers.com/,Cuypers & Cuypers Kinderwunschzentrum Heinsberger Höfe,https://maps.google.com/?cid=9087672829210671326
Germany,Minden,GMP,,,,,,,
Germany,Mönchengladbach,"Ki.Nd,  Kinderwunschzentrum Niederrhein",51.1758467,6.3933035,"Madrider Str. 6, 41069 Mönchengladbach, Germany",02161 496860,http://www.ki-nd.de/,pro-Kindwunsch,https://maps.google.com/?cid=9809534163410167222
Germany,München,"Kinderwunschzentrum A.R.T. Bogenhausen, MVZ für gynäkologische Endokrinologie und Reproduktionsmedizin, Akademische Lehrpraxis der TU München",,,,,,,
Germany,München,Hormon- und Kinderwunschzentrum,,,,,,,
Germany,München,Klinik und Poliklinik für Frauenheilkunde und Geburtshilfe der LMU München,,,,,,,
Germany,München,Kinderwunsch Centrum München,48.149733,11.4555833,"Lortzingstraße 26, 81241 München, Germany",089 2441440,http://ivf-muenchen.de/,Kinderwunsch Centrum München (MVZ),https://maps.google.com/?cid=17107674599417440248
Germany,München,"kïz) kinderwunsch im zentrum, Praxis für gynäkologische Endokrinologie und Reproduktionsmedizin",48.1390944,11.5639189,"Bayerstraße 3/6. OG, 80335 München, Germany",089 45221780,https://kiiz.de/,kïz) | kinderwunsch im zentrum,https://maps.google.com/?cid=12351519017826989249
Germany,München,"Reproduktionsmedizin München im Tal, MVZ Partnergesellschaft mbH",48.1363852,11.5788249,"Tal 11, 80331 München, Germany",089 2422950,https://www.ivf-tal.de/,Reproductive Medicine Munich MVZ Partnership,https://maps.google.com/?cid=4396213367114647398
Germany,München,"Zentrum für Gynäkologische Endokrinologie und Reproduktionsmedizin, Klinikum der LMU München-Innenstadt",48.1108662,11.468405,"Marchioninistraße 15, 81377 München, Germany",089 440076876,https://www.lmu-klinikum.de/kinderwunschzentrum,Hormone and Fertility Center,https://maps.google.com/?cid=7084373893532845156
Germany,Münster,"Kinderwunschpraxis an der Promenade, GMP Mempel & Stratmann",,,,,,,
Germany,Münster,"MVZ Kinderwunsch und Hormonzentrum Münster GmbH, Kinderwunschzentrum Münster",51.959389,7.627215,"Hötteweg 5-7, 48143 Münster, Germany",0251 482670,http://www.muenster-kinderwunschzentrum.de/,MVZ Fertility Center Münster,https://maps.google.com/?cid=6095569909569321024
Germany,Münster,"UKM Kinderwunschzentrum, Universitätsklinikum Münster",51.9616877,7.6004333,"Domagkstraße 11, 48149 Münster, Germany",0251 8358280,http://www.ukm-kinderwunschzentrum.de/,UKM Kinderwunschzentrum,https://maps.google.com/?cid=17351691491999750085
Germany,Neckarsulm,"KinderwunschFrauenaerzte, Kinderwunschzentrum Neckarsulm",49.1900129,9.2239887,"Heilbronner Str. 1, 74172 Neckarsulm, Germany",07132 4885600,http://www.kinderwunsch-frauenaerzte.de/,Kinderwunsch-Frauenaerzte Kinderwunschzentrum Heilbronn/Neckarsulm Praxis Dr. med. Eisenhardt & Kolleginnen,https://maps.google.com/?cid=5077973821659417354
Germany,Neuwied,Kinderwunschzentrum Mittelrhein,51.0645224,6.0961322,"Hochstraße 154, 52525 Heinsberg, Germany",02452 9966900,http://www.cuypers-cuypers.com/,Cuypers & Cuypers Kinderwunschzentrum Heinsberger Höfe,https://maps.google.com/?cid=9087672829210671326
Germany,Nürnberg,Kinderwunsch und Frauen-Hormon Centrum Nürnberg,49.4562003,11.0751103,"Agnesgasse 2-4, 90403 Nürnberg, Germany",0911 2355500,https://www.ivf-nuernberg.de/,Kinderwunsch Centrum Nürnberg,https://maps.google.com/?cid=5421640874123468179
Germany,Offenbach,MVZ Kinderwunsch- und Endometriosezentrum Offenbach,,,,,,,
Germany,Oldenburg,Tagesklinik Oldenburg,51.0645224,6.0961322,"Hochstraße 154, 52525 Heinsberg, Germany",02452 9966900,http://www.cuypers-cuypers.com/,Cuypers & Cuypers Kinderwunschzentrum Heinsberger Höfe,https://maps.google.com/?cid=9087672829210671326
Germany,Oldenburg,Team Kinderwunsch Oldenburg,53.1424119,8.2067929,"Leo-Trepp-Straße 5, 26121 Oldenburg, Germany",0441 2171570,https://www.teamkinderwunsch.de/,team kinderwunsch,https://maps.google.com/?cid=1810338691948996970
Germany,Osnabrück,Zentrum für Kinderwunschbehandlung Osnabrück,52.2882308,8.013235,"Friedrich-Janssen Str. 1, 49076 Osnabrück, Germany",0541 404500,http://www.kinderwunsch123.de/,Zentrum für Kinderwunschbehandlung Osnabrück,https://maps.google.com/?cid=9733805306008544126
Germany,Pforzheim,Centrum für Kinderwunsch Pforzheim,48.89081,8.696818,"Zerrennerstraße 22-24, 75172 Pforzheim, Germany",07231 2808280,https://www.kinderwunsch-pforzheim.de/,Centrum für Kinderwunsch Pforzheim,https://maps.google.com/?cid=11241545939367130569
Germany,Potsdam,Kinderwunschzentrum Potsdam MVZ GmbH,52.3926863,13.0640369,"Babelsberger Str. 8, 14473 Potsdam, Germany",0331 23189292,http://www.kinderwunschzentrum-potsdam.org/,Kinderwunschzentrum Potsdam MVZ GmbH,https://maps.google.com/?cid=17912488484701690872
Germany,Prien am Chiemsee,Kinderwunsch Centrum Chiemsee,47.85191,12.34791,"Hochriesstraße 21, 83209 Prien am Chiemsee, Germany",08051 5050,http://kinderwunsch-chiemsee.de/,Fertility Center Chiemsee,https://maps.google.com/?cid=12693665275376433350
Germany,Recklinghausen,REProVita,51.6110767,7.1899772,"Hertener Str. 29, 45657 Recklinghausen, Germany",02361 9041880,https://www.reprovita.de/,REProVita - Kinderwunschzentrum Recklinghausen,https://maps.google.com/?cid=13568611284435952020
Germany,Recklinghausen,Kinderwunschzentrum Recklinghausen,,,,,,,
Germany,Regensburg,MVZ KITZ Regensburg GmbH,,,,,,,
Germany,Regensburg,profertilita,,,,,,,
Germany,Regensburg,Fachklink für Fruchtbarkeitsmedizin,,,,,,,
Germany,Remscheid,Bergisches Kinderwunschzentrum Remscheid,,,,,,,
Germany,Rostock,Praxis für Fertilität,51.0645224,6.0961322,"Hochstraße 154, 52525 Heinsberg, Germany",02452 9966900,http://www.cuypers-cuypers.com/,Cuypers & Cuypers Kinderwunschzentrum Heinsberger Höfe,https://maps.google.com/?cid=9087672829210671326
Germany,Rostock,MVZ GmbH,,,,,,,
Germany,Saarbrücken,IVF-SAAR Saarbrücken-Kaiserslautern,49.2426213,6.988715,"Europaallee 15, 66113 Saarbrücken, Germany",0681 936320,http://www.ivf-saar.de/,"IVF-SAAR Saarbrücken-Kaiserslautern Dres. L.Happel, S.Tauchert, K.Alt, M.von Blohn, A.Russu",https://maps.google.com/?cid=13531209642069167351
Germany,Singen,Kinderwunsch Bodensee,51.0645224,6.0961322,"Hochstraße 154, 52525 Heinsberg, Germany",02452 9966900,http://www.cuypers-cuypers.com/,Cuypers & Cuypers Kinderwunschzentrum Heinsberger Höfe,https://maps.google.com/?cid=9087672829210671326
Germany,Stuttgart,"Kinderwunsch-Zentrum Stuttgart, Praxis Villa Haag",48.8027614,9.2153548,"König-Karl-Straße 66, 70372 Stuttgart, Germany",0711 290671,http://kinderwunsch0711.de/de/praxis-2/,Praxis Dr. Woriedh,https://maps.google.com/?cid=2115112014411704464
Germany,Stuttgart,"Kinderwunschärzte Stuttgart, Überörtliche Berufsausübungsgemeinschaft Dr. med. Tekesin & Dr. med. Kircher GbR",48.8027614,9.2153548,"König-Karl-Straße 66, 70372 Stuttgart, Germany",0711 290671,http://kinderwunsch0711.de/de/praxis-2/,Praxis Dr. Woriedh,https://maps.google.com/?cid=2115112014411704464
Germany,Stuttgart,"Next Fertility Stuttgart, Zweigniederlassung der MVZ Next Fertility Ulm GmbH",48.8027614,9.2153548,"König-Karl-Straße 66, 70372 Stuttgart, Germany",0711 290671,http://kinderwunsch0711.de/de/praxis-2/,Praxis Dr. Woriedh,https://maps.google.com/?cid=2115112014411704464
Germany,Trier,Kinderwunsch Praxisklinik Trier,49.7562936,6.6693596,"Max-Planck-Straße 15, 54296 Trier, Germany",0651 979060,http://kinderwunsch-trier.de/,Praxisklinik Trier / Dr. med. M. Satari,https://maps.google.com/?cid=12573060575619907861
Germany,Trier,Wissenschaftspark (WIP),48.8027614,9.2153548,"König-Karl-Straße 66, 70372 Stuttgart, Germany",0711 290671,http://kinderwunsch0711.de/de/praxis-2/,Praxis Dr. Woriedh,https://maps.google.com/?cid=2115112014411704464
Germany,Tübingen,IVF-Zentrum der Universitäts-Frauenklinik Tübingen,48.8027614,9.2153548,"König-Karl-Straße 66, 70372 Stuttgart, Germany",0711 290671,http://kinderwunsch0711.de/de/praxis-2/,Praxis Dr. Woriedh,https://maps.google.com/?cid=2115112014411704464
Germany,Tübingen,KinderwunschPraxis Dres. Göhring,48.8027614,9.2153548,"König-Karl-Straße 66, 70372 Stuttgart, Germany",0711 290671,http://kinderwunsch0711.de/de/praxis-2/,Praxis Dr. Woriedh,https://maps.google.com/?cid=2115112014411704464
Germany,Ulm,MVZ Next Fertility Ulm GmbH,48.8027614,9.2153548,"König-Karl-Straße 66, 70372 Stuttgart, Germany",0711 290671,http://kinderwunsch0711.de/de/praxis-2/,Praxis Dr. Woriedh,https://maps.google.com/?cid=2115112014411704464
Germany,Ulm,"Universitätsfrauenklinik Ulm, UniFee – Kinderwunsch / Fertility and Endocrinology",48.4107308,9.9933747,"Prittwitzstraße 43, 89075 Ulm, Germany",0731 50058663,http://www.unifee.de/,Kinderwunschzentrum UniFee Ulm,https://maps.google.com/?cid=5891684354712166483
Germany,Viernheim,Viernheimer Institut für Fertilität,49.5410876,8.5949131,"Walter-Gropius-Allee 2, 68519 Viernheim, Germany",06204 918290,http://www.vif-kinderwunsch.de/,Viernheimer Institut für Fertilität,https://maps.google.com/?cid=7224639550634817956
Germany,Wetzlar,Kinderwunschzentrum Mittelhessen,48.8027614,9.2153548,"König-Karl-Straße 66, 70372 Stuttgart, Germany",0711 290671,http://kinderwunsch0711.de/de/praxis-2/,Praxis Dr. Woriedh,https://maps.google.com/?cid=2115112014411704464
Germany,Wiedbaden,MVZ TFP Rhein-Main GmbH,48.8027614,9.2153548,"König-Karl-Straße 66, 70372 Stuttgart, Germany",0711 290671,http://kinderwunsch0711.de/de/praxis-2/,Praxis Dr. Woriedh,https://maps.google.com/?cid=2115112014411704464
Germany,Würzburg,"MainKid, Kinderwunschzentrum am Theater",49.7951812,9.9353164,"Theaterstraße 20, 97070 Würzburg, Germany",0931 45276630,http://mainkid-kinderwunsch.de/,Mainkid Kinderwunschzentrum am Theater,https://maps.google.com/?cid=11228041929337676838
Germany,Würzburg,"Universitätsklinikum Würzburg, Frauenklinik und Poliklinik, Zentrum für gynäkologische Endokrinologie und Reproduktionsmedizin (ZERM)",49.8032476,9.9569607,"Haus C15, Josef-Schneider-Straße 4, 97080 Würzburg, Germany",0931 20125253,https://www.ukw.de/frauenklinik,Universitätsklinikum Würzburg Frauenklinik und Poliklinik,https://maps.google.com/?cid=18324730721700128176
Germany,Würzburg,Zentrum für Reproduktionsmedizin und Pränataldiagnostik,48.8027614,9.2153548,"König-Karl-Straße 66, 70372 Stuttgart, Germany",0711 290671,http://kinderwunsch0711.de/de/praxis-2/,Praxis Dr. Woriedh,https://maps.google.com/?cid=2115112014411704464
Greece,Attiki - Athens,"University Hospital Aretaieion, IVF unit",37.9797645,23.7543203,"Vasilissis Sofias 76, Athina 115 28, Greece",21 0728 6000,https://aretaieio.uoa.gr/,Aretaieion University Hospital,https://maps.google.com/?cid=16387952708757371733
Greece,Attiki - Athens,Embryogenesis IVF unit,38.0273214,23.7887034,"Flemingk 15, Marousi 151 23, Greece",21 1750 0510,https://www.hygeiaivf.gr/,ΥΓΕΙΑ IVF ΕΜΒΡΥΟΓΕΝΕΣΙΣ,https://maps.google.com/?cid=7303142269574533499
Greece,Attiki - Athens,Eugonia IVF unit,37.9766499,23.7512735,"Kon/nou Ventiri 7, Athina 115 28, Greece",21 0721 1108,http://www.eugonia.com.gr/,Ευγονία - Μονάδα Εξωσωματικής Γονιμοποίησης,https://maps.google.com/?cid=11244563759498081583
Greece,Attiki - Athens,Akeso IVF UNIT,37.9982086,23.7705244,"Laz Sochou 7, Neo Psichiko 115 25, Greece",21 0677 6700,https://akesoembryo.gr/,AKESO,https://maps.google.com/?cid=7906419922520574411
Greece,Attiki - Athens,IVF Athens Center,38.0253437,23.7892233,"Leof. Kifisias 5, Marousi 151 23, Greece",21 0685 9500,http://www.ivfathenscenter.gr/,Κέντρο Εξωσωματικής Αθηνών - IVF Athens Center,https://maps.google.com/?cid=5954536491714770423
Greece,Attiki - Athens,Gennima IVF unit,38.027948,23.790796,"Leof. Kifisias 346, 15233, Chalandri 152 33, Greece",21 0681 6100,http://gennima.com/,ΓΕΝΝΗΜΑ IVF,https://maps.google.com/?cid=10827016224673439984
Greece,Attiki - Athens,Neogenesis IVF unit,38.0251842,23.7891947,"Leof. Kifisias 3, Marousi 151 23, Greece",21 0682 8150,http://www.neogenesis.gr/,Neogenesis IVF Center,https://maps.google.com/?cid=2391017664207408249
Greece,Attiki - Athens,Embryoart IVF unit,37.9982086,23.7705244,"Laz Sochou 7, Neo Psichiko 115 25, Greece",21 0677 6700,https://akesoembryo.gr/,AKESO,https://maps.google.com/?cid=7906419922520574411
Greece,Attiki - Athens,"Genesis Athens, IVF unit",38.0224035,23.7914489,"Papanikoli 14, Chalandri 152 32, Greece",21 0689 4326,https://www.genesisathens.gr/,Γένεσις Αθηνών Α.Ε.,https://maps.google.com/?cid=17014334742988142964
Greece,Attiki - Athens,Embryoland IVF unit,37.9888963,23.7634904,"Kifisias Ave 41 &, Argolidos 2, Athina 115 23, Greece",21 0777 9920,https://www.embryoland.gr/en/,Embryoland S.A.,https://maps.google.com/?cid=16574111957442102187
Greece,Attiki - Athens,Iakentro Athens,38.039376,23.8027249,"151 25, Fragkokklisias 4, Marousi 151 25, Greece",21 0617 9340,https://iakentroathens.gr/,Iakentro of Athens,https://maps.google.com/?cid=1312819463641081572
Greece,Attiki - Athens,"Iaso Athens, IVF unit",38.0349194,23.7932936,"Leof. Kifisias 37-39, Marousi 151 23, Greece",21 0618 4000,https://www.iaso.gr/maieytiki-gynaikologiki-kliniki?utm_source=gmb&utm_medium=visit_website,IASO Maternity - Gynecology Hospital,https://maps.google.com/?cid=1662894321109517030
Greece,Attiki - Athens,"Biodimiourgia, IVF Unit",38.0277048,23.7891862,"Erithrou Stavrou 5, Marousi 151 23, Greece",21 0680 1775,https://www.biodimiourgia.gr/,BIODIMIOURGIA - BOBOTIS MICHAEL - GYNAECOLOGY - MAROUSI,https://maps.google.com/?cid=16169315840412871014
Greece,Attiki - Athens,Institouto Gonimothtas,37.9842658,23.7580068,"Paster 15, Athina 115 21, Greece",21 0645 4902,http://institgon.gr/,Diagnostiko & Therapeftiko Institouto Gonimotitas S.A.,https://maps.google.com/?cid=18319638766328571734
Greece,Attiki - Athens,Mitosis IVF unit,37.9376234,23.6408688,"Sachtouri 24, Pireas 185 37, Greece",21 0453 5285,https://www.mitosis.gr/,Mitosis IVF Centre,https://maps.google.com/?cid=14844454388909600162
Greece,Attiki - Athens,Kapetanakis IVF Center,38.0208861,23.7903172,"Sofokleous 10, Chalandri 152 32, Greece",21 0685 1945,http://kapetanakis-center.gr/,Καπετανάκης IVF Center,https://maps.google.com/?cid=17966932879002110961
Greece,Attiki - Athens,Kentro Biogenetikhs,37.9775194,23.7516597,"Vasilissis Sofias 50, Athina 115 28, Greece",21 0721 1789,http://www.biogenetic.gr/,CENTER OF BIOGENETICS SA,https://maps.google.com/?cid=10207700267117670550
Greece,Attiki - Athens,Medimall IVF Unit,37.9845589,23.7607964,"Λεωφ. Μεσογείων 2, Building Α’, 8th floor, Αθήνα 115 27, Greece",21 0771 1600,http://www.medimall.gr/,MEDIMALL Fertility Clinic,https://maps.google.com/?cid=3476399031044570898
Greece,Attiki - Athens,Monada Anaparagogikis Iatrikis IVF Unit,37.9986489,23.7680003,"Anastasiou Georgiou 8, Γ, Athina 115 24, Greece",21 0691 2900,http://www.fertility.gr/,Reproductive Medicine Unit,https://maps.google.com/?cid=9717447318310708152
Greece,Attiki - Athens,Mitrotis IVF UNIT,37.9780747,23.7528895,"Papadiamantopoulou 6, Athina 115 28, Greece",21 0722 0492,http://www.mitrotis.gr/,ΜΗΤΡΟΤΗΣ ΜΙΥΑ & Τ.Κ. ΜΑΙΕΥΤΙΚΟ ΓΥΝΑΙΚΟΛΟΓΙΚΟ ΙΑΤΡΕΙΟ ΙΔΙΩΤΙΚΟ ΔΙΑΓΝΩΣΤΙΚΟ ΕΡΓΑΣΤΗΡΙΟ ΒΙΟΠΑΘΟΛΟΓΙΑΣ,https://maps.google.com/?cid=14236458051527602827
Greece,Attiki - Athens,Assisted Reproduction Unit,38.0353833,23.791772,"Agisilaou 8, Marousi 151 23, Greece",21 0677 7900,,ATHENS REPRODUCTION,https://maps.google.com/?cid=2134249109456811712
Greece,Attiki - Athens,emBIO IVF unit,38.0114742,23.7856738,"Eth. Antistaseos 77, Chalandri 152 31, Greece",21 0677 4104,https://www.ivf-embryo.gr/,Embio IVF in Greece,https://maps.google.com/?cid=270914414263659163
